review_idx,category,aspect,sentence_compound,clause_compound,diff,affected
3105,Magazine_Subscriptions,advertising,0.57965,0.57965,0.0,False
3105,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3107,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
3107,Magazine_Subscriptions,price,-0.12414999999999998,0.4939,0.61805,True
3107,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3107,Magazine_Subscriptions,content,-0.3307333333333333,-0.3100333333333333,0.020699999999999996,True
3110,Magazine_Subscriptions,content,0.17083636363636365,0.13005,-0.04078636363636365,True
3113,Magazine_Subscriptions,billing,0.3182,0.3182,0.0,False
3114,Magazine_Subscriptions,content,0.31245,0.31245,0.0,False
3116,Magazine_Subscriptions,content,0.5719,0.5719,0.0,False
3116,Magazine_Subscriptions,delivery,0.5719,0.5719,0.0,False
3116,Magazine_Subscriptions,price,0.5719,0.5719,0.0,False
3117,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3117,Magazine_Subscriptions,packaging,0.0582,-0.2222,-0.2804,True
3125,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3127,Magazine_Subscriptions,content,-0.5106,-0.5106,0.0,False
3129,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
3130,Magazine_Subscriptions,content,0.4939,0.4939,0.0,False
3133,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3134,Magazine_Subscriptions,content,-0.1695,-0.1695,0.0,False
3136,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3137,Magazine_Subscriptions,advertising,0.25935,0.0,-0.25935,True
3140,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3141,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
3142,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3142,Magazine_Subscriptions,content,0.05679999999999998,0.05679999999999998,0.0,False
3145,Magazine_Subscriptions,content,0.5928,0.5928,0.0,False
3146,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3148,Magazine_Subscriptions,advertising,0.2997,0.2997,0.0,False
3148,Magazine_Subscriptions,content,0.039599999999999996,0.039599999999999996,0.0,False
3149,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3150,Magazine_Subscriptions,content,0.4588,0.4588,0.0,False
3150,Magazine_Subscriptions,price,0.6249,0.6249,0.0,False
3151,Magazine_Subscriptions,content,0.1591,0.1591,0.0,False
3153,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3153,Magazine_Subscriptions,price,0.4276,0.4276,0.0,False
3153,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3153,Magazine_Subscriptions,content,-0.416925,-0.416925,0.0,False
3154,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
3155,Magazine_Subscriptions,advertising,-0.1759,-0.1759,0.0,False
3155,Magazine_Subscriptions,content,-0.1759,-0.1759,0.0,False
3158,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3159,Magazine_Subscriptions,content,0.26835,0.26835,0.0,False
3162,Magazine_Subscriptions,content,0.4271,0.4271,0.0,False
3163,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3164,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
3169,Magazine_Subscriptions,billing,0.2382,0.0,-0.2382,True
3170,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3170,Magazine_Subscriptions,content,0.4576,0.4576,0.0,False
3171,Magazine_Subscriptions,content,0.8225,0.8225,0.0,False
3172,Magazine_Subscriptions,content,0.4576,0.4576,0.0,False
3173,Magazine_Subscriptions,delivery,0.3182,0.3182,0.0,False
3173,Magazine_Subscriptions,content,0.4939,0.4939,0.0,False
3174,Magazine_Subscriptions,price,0.3818,0.3818,0.0,False
3175,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
3176,Magazine_Subscriptions,quality,0.3182,0.3182,0.0,False
3176,Magazine_Subscriptions,content,-0.02743333333333331,-0.02743333333333331,0.0,False
3179,Magazine_Subscriptions,billing,-0.4019,-0.4019,0.0,False
3180,Magazine_Subscriptions,delivery,0.6114,0.6114,0.0,False
3181,Magazine_Subscriptions,content,0.47666666666666674,0.47666666666666674,0.0,False
3182,Magazine_Subscriptions,price,0.8402,0.8402,0.0,False
3185,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3185,Magazine_Subscriptions,content,0.13085,0.0386,-0.09225,True
3186,Magazine_Subscriptions,advertising,0.8236,0.3478,-0.4758,True
3187,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
3188,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3188,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
3188,Magazine_Subscriptions,content,-0.1695,-0.1695,0.0,False
3190,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3192,Magazine_Subscriptions,customer_service,0.8268,0.8268,0.0,False
3192,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3192,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3193,Magazine_Subscriptions,billing,0.4404,0.4404,0.0,False
3194,Magazine_Subscriptions,content,0.8316,0.8316,0.0,False
3195,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3196,Magazine_Subscriptions,price,0.4939,0.4939,0.0,False
3196,Magazine_Subscriptions,content,-0.17020000000000002,-0.17020000000000002,0.0,False
3198,Magazine_Subscriptions,content,0.39893333333333336,0.39893333333333336,0.0,False
3199,Magazine_Subscriptions,billing,0.3612,0.3612,0.0,False
3200,Magazine_Subscriptions,price,0.4404,0.4404,0.0,False
3201,Magazine_Subscriptions,advertising,0.4588,0.4588,0.0,False
3203,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3204,Magazine_Subscriptions,advertising,-0.5106,0.0,0.5106,True
3204,Magazine_Subscriptions,content,0.29473333333333335,0.2526333333333333,-0.042100000000000026,True
3205,Magazine_Subscriptions,advertising,-0.1695,-0.1695,0.0,False
3206,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3206,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3209,Magazine_Subscriptions,content,0.1806,0.1806,0.0,False
3209,Magazine_Subscriptions,quality,0.0065,0.0065,0.0,False
3209,Magazine_Subscriptions,price,0.3612,0.3612,0.0,False
3210,Magazine_Subscriptions,content,0.74095,0.74095,0.0,False
3213,Magazine_Subscriptions,content,0.2153,0.14955,-0.06575,True
3214,Magazine_Subscriptions,price,-0.2002,-0.2002,0.0,False
3214,Magazine_Subscriptions,content,0.4788333333333334,0.4788333333333334,0.0,False
3215,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3216,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3218,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3218,Magazine_Subscriptions,packaging,0.0,0.0,0.0,False
3218,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3218,Magazine_Subscriptions,content,0.370525,0.370525,0.0,False
3226,Magazine_Subscriptions,content,0.25,0.25,0.0,False
3226,Magazine_Subscriptions,customer_service,0.4215,0.4215,0.0,False
3226,Magazine_Subscriptions,delivery,0.25,0.25,0.0,False
3227,Magazine_Subscriptions,price,-0.2168,-0.2168,0.0,False
3227,Magazine_Subscriptions,content,-0.128,-0.128,0.0,False
3228,Magazine_Subscriptions,content,-0.5574,-0.5574,0.0,False
3229,Magazine_Subscriptions,content,0.5563,0.5563,0.0,False
3230,Magazine_Subscriptions,content,0.7506,0.7506,0.0,False
3232,Magazine_Subscriptions,content,-0.09670000000000001,-0.21356666666666668,-0.11686666666666667,True
3234,Magazine_Subscriptions,advertising,-0.3412,-0.3412,0.0,False
3235,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3237,Magazine_Subscriptions,price,-0.2382,0.0,0.2382,True
3237,Magazine_Subscriptions,content,0.0212,0.0212,0.0,False
3239,Magazine_Subscriptions,advertising,0.5327500000000001,0.41825,-0.11450000000000005,True
3239,Magazine_Subscriptions,content,0.6958249999999999,0.5559399999999999,-0.13988500000000004,True
3239,Magazine_Subscriptions,quality,0.9034,0.7234,-0.17999999999999994,True
3240,Magazine_Subscriptions,content,-0.4574,0.0,0.4574,True
3242,Magazine_Subscriptions,advertising,0.3204,0.3204,0.0,False
3242,Magazine_Subscriptions,billing,0.3204,0.3204,0.0,False
3242,Magazine_Subscriptions,delivery,0.3204,0.3204,0.0,False
3244,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3244,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3245,Magazine_Subscriptions,billing,0.128,0.128,0.0,False
3245,Magazine_Subscriptions,content,0.22855,0.064,-0.16455,True
3246,Magazine_Subscriptions,price,0.6696,0.6696,0.0,False
3248,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3249,Magazine_Subscriptions,billing,0.0471,0.03560000000000001,-0.011499999999999996,True
3249,Magazine_Subscriptions,packaging,0.0,0.0,0.0,False
3249,Magazine_Subscriptions,price,-0.5829,-0.5829,0.0,False
3250,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3251,Magazine_Subscriptions,content,0.6466,0.6466,0.0,False
3252,Magazine_Subscriptions,advertising,0.4215,0.4215,0.0,False
3252,Magazine_Subscriptions,content,0.802,0.802,0.0,False
3253,Magazine_Subscriptions,advertising,0.1531,0.1531,0.0,False
3253,Magazine_Subscriptions,price,0.4215,0.4215,0.0,False
3256,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3257,Magazine_Subscriptions,content,0.03366666666666667,0.03366666666666667,0.0,False
3259,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3259,Magazine_Subscriptions,content,0.4037,0.4037,0.0,False
3260,Magazine_Subscriptions,content,-0.68365,-0.208,0.47565,True
3262,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
3263,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3263,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
3263,Magazine_Subscriptions,delivery,0.6369,0.6369,0.0,False
3266,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3266,Magazine_Subscriptions,content,0.14874444444444446,0.13964545454545454,-0.009098989898989912,True
3267,Magazine_Subscriptions,advertising,0.4019,0.4019,0.0,False
3269,Magazine_Subscriptions,delivery,0.6993,0.6369,-0.06240000000000001,True
3269,Magazine_Subscriptions,price,0.6993,0.3769,-0.3224,True
3270,Magazine_Subscriptions,quality,0.49970000000000003,0.4234,-0.07630000000000003,True
3270,Magazine_Subscriptions,content,0.15435,0.180025,0.025675000000000003,True
3271,Magazine_Subscriptions,advertising,0.4173,0.4173,0.0,False
3271,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3273,Magazine_Subscriptions,delivery,0.7925,0.7925,0.0,False
3273,Magazine_Subscriptions,price,0.7925,0.7925,0.0,False
3274,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
3276,Magazine_Subscriptions,advertising,-0.2023,-0.2023,0.0,False
3276,Magazine_Subscriptions,billing,-0.22615000000000002,-0.22615000000000002,0.0,False
3279,Magazine_Subscriptions,advertising,0.2997,0.2997,0.0,False
3280,Magazine_Subscriptions,billing,0.3612,0.3612,0.0,False
3280,Magazine_Subscriptions,content,0.1655,0.0,-0.1655,True
3280,Magazine_Subscriptions,quality,0.3919,0.3612,-0.030700000000000005,True
3282,Magazine_Subscriptions,price,0.4926,0.4926,0.0,False
3284,Magazine_Subscriptions,content,0.3062,0.3062,0.0,False
3285,Magazine_Subscriptions,price,0.802,0.802,0.0,False
3286,Magazine_Subscriptions,advertising,0.3612,0.3612,0.0,False
3286,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3287,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
3287,Magazine_Subscriptions,price,0.1779,0.1779,0.0,False
3288,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3289,Magazine_Subscriptions,price,0.6478,0.6478,0.0,False
3293,Magazine_Subscriptions,content,0.7047,0.7047,0.0,False
3294,Magazine_Subscriptions,content,0.5106,0.5106,0.0,False
3295,Magazine_Subscriptions,advertising,0.3612,0.3612,0.0,False
3295,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3298,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3299,Magazine_Subscriptions,advertising,0.1806,0.1806,0.0,False
3301,Magazine_Subscriptions,price,0.3774,0.3774,0.0,False
3301,Magazine_Subscriptions,content,0.7823,0.7823,0.0,False
3307,Magazine_Subscriptions,content,0.6486,0.6486,0.0,False
3307,Magazine_Subscriptions,price,0.13774999999999998,0.13774999999999998,0.0,False
3309,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3311,Magazine_Subscriptions,quality,0.39325,0.2202,-0.17304999999999998,True
3311,Magazine_Subscriptions,content,0.5483,0.4005,-0.1478,True
3312,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
3312,Magazine_Subscriptions,customer_service,-0.25,-0.25,0.0,False
3312,Magazine_Subscriptions,delivery,0.2202,0.2202,0.0,False
3312,Magazine_Subscriptions,content,-0.25,-0.25,0.0,False
3315,Magazine_Subscriptions,content,0.7823,0.7823,0.0,False
3316,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3316,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3318,Magazine_Subscriptions,content,0.31845,0.31845,0.0,False
3319,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3319,Magazine_Subscriptions,content,0.5267,0.5267,0.0,False
3320,Magazine_Subscriptions,content,0.8658,0.8658,0.0,False
3323,Magazine_Subscriptions,content,0.7351,0.7351,0.0,False
3325,Magazine_Subscriptions,quality,0.4404,0.4404,0.0,False
3325,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3326,Magazine_Subscriptions,billing,0.1877,0.1877,0.0,False
3326,Magazine_Subscriptions,delivery,0.18116666666666667,0.18116666666666667,0.0,False
3326,Magazine_Subscriptions,price,-0.4588,-0.4588,0.0,False
3326,Magazine_Subscriptions,content,0.07116,0.07116,0.0,False
3330,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3330,Magazine_Subscriptions,content,0.3953,0.3953,0.0,False
3335,Magazine_Subscriptions,quality,-0.7275,-0.7275,0.0,False
3335,Magazine_Subscriptions,content,-0.4527,-0.4527,0.0,False
3337,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3337,Magazine_Subscriptions,customer_service,0.6486,0.6486,0.0,False
3341,Magazine_Subscriptions,content,0.6573,0.6573,0.0,False
3343,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3343,Magazine_Subscriptions,quality,0.0,0.0,0.0,False
3343,Magazine_Subscriptions,price,0.792,0.792,0.0,False
3344,Magazine_Subscriptions,billing,0.124875,0.124875,0.0,False
3349,Magazine_Subscriptions,content,0.3182,0.3182,0.0,False
3352,Magazine_Subscriptions,content,0.1191,0.2202,0.10110000000000001,True
3353,Magazine_Subscriptions,content,0.3871,0.3871,0.0,False
3354,Magazine_Subscriptions,billing,0.7269,0.7269,0.0,False
3354,Magazine_Subscriptions,quality,0.5574,0.5574,0.0,False
3354,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3354,Magazine_Subscriptions,content,-0.25035,-0.25035,0.0,False
3355,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
3356,Magazine_Subscriptions,advertising,-0.7351,-0.7351,0.0,False
3356,Magazine_Subscriptions,content,-0.7351,-0.7351,0.0,False
3356,Magazine_Subscriptions,delivery,-0.7351,-0.7351,0.0,False
3360,Magazine_Subscriptions,content,0.27658571428571427,0.27317142857142857,-0.003414285714285703,True
3363,Magazine_Subscriptions,billing,-0.34,-0.34,0.0,False
3363,Magazine_Subscriptions,price,-0.13190000000000002,-0.13190000000000002,0.0,False
3367,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3367,Magazine_Subscriptions,packaging,0.0,0.0,0.0,False
3368,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3370,Magazine_Subscriptions,price,0.4404,0.4404,0.0,False
3377,Magazine_Subscriptions,content,0.802,0.802,0.0,False
3378,Magazine_Subscriptions,content,0.7184,0.7184,0.0,False
3380,Magazine_Subscriptions,content,-0.1591,-0.1591,0.0,False
3382,Magazine_Subscriptions,price,0.5719,0.5719,0.0,False
3384,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3385,Magazine_Subscriptions,billing,0.3612,0.3612,0.0,False
3386,Magazine_Subscriptions,content,0.31245,0.31245,0.0,False
3387,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
3387,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3391,Magazine_Subscriptions,content,0.6588,0.6588,0.0,False
3395,Magazine_Subscriptions,billing,-0.05035,-0.05035,0.0,False
3395,Magazine_Subscriptions,content,-0.2628,-0.2628,0.0,False
3398,Magazine_Subscriptions,content,-0.2411,-0.2411,0.0,False
3399,Magazine_Subscriptions,quality,0.3612,0.3612,0.0,False
3399,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
3402,Magazine_Subscriptions,delivery,0.4404,0.4404,0.0,False
3403,Magazine_Subscriptions,content,0.47565,0.20095,-0.27470000000000006,True
3404,Magazine_Subscriptions,price,0.6725,0.603,-0.0695,True
3406,Magazine_Subscriptions,quality,0.5719,0.5719,0.0,False
3407,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3409,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3409,Magazine_Subscriptions,content,-0.32625,-0.32625,0.0,False
3411,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
3414,Magazine_Subscriptions,billing,-0.5472,-0.2023,0.3449,True
3416,Magazine_Subscriptions,price,0.0387,0.8519,0.8132,True
3419,Magazine_Subscriptions,price,0.4404,0.4404,0.0,False
3423,Magazine_Subscriptions,content,0.2732,0.2732,0.0,False
3424,Magazine_Subscriptions,advertising,-0.3744,-0.3744,0.0,False
3424,Magazine_Subscriptions,content,0.2275,0.12525,-0.10225000000000001,True
3424,Magazine_Subscriptions,price,0.5574,0.5574,0.0,False
3427,Magazine_Subscriptions,billing,-0.23929999999999998,-0.23929999999999998,0.0,False
3428,Magazine_Subscriptions,content,0.7371,0.7371,0.0,False
3429,Magazine_Subscriptions,billing,0.242,-0.0346,-0.2766,True
3430,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3433,Magazine_Subscriptions,quality,0.3179,0.3179,0.0,False
3434,Magazine_Subscriptions,price,0.7841,0.7841,0.0,False
3436,Magazine_Subscriptions,delivery,0.3716,0.0,-0.3716,True
3437,Magazine_Subscriptions,content,0.875,0.875,0.0,False
3439,Magazine_Subscriptions,content,0.4728,0.4728,0.0,False
3441,Magazine_Subscriptions,content,0.31245,0.31245,0.0,False
3442,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3442,Magazine_Subscriptions,delivery,0.2263,0.2263,0.0,False
3442,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3444,Magazine_Subscriptions,content,0.9641,0.7906,-0.1735,True
3446,Magazine_Subscriptions,delivery,0.5093,0.5093,0.0,False
3451,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3452,Magazine_Subscriptions,delivery,0.2294,0.15293333333333334,-0.07646666666666666,True
3452,Magazine_Subscriptions,content,0.15293333333333334,0.15293333333333334,0.0,False
3453,Magazine_Subscriptions,billing,0.128,0.128,0.0,False
3456,Magazine_Subscriptions,price,-0.296,-0.296,0.0,False
3457,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3457,Magazine_Subscriptions,price,0.7964,0.2263,-0.5701,True
3459,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3460,Magazine_Subscriptions,content,0.9337,0.9337,0.0,False
3461,Magazine_Subscriptions,content,0.8271,0.8271,0.0,False
3463,Magazine_Subscriptions,content,0.7397,0.7397,0.0,False
3466,Magazine_Subscriptions,price,0.5719,0.5719,0.0,False
3472,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3473,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3473,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3474,Magazine_Subscriptions,content,0.7579,0.7579,0.0,False
3475,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3476,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3477,Magazine_Subscriptions,advertising,-0.2755,-0.2755,0.0,False
3477,Magazine_Subscriptions,content,-0.2755,-0.2755,0.0,False
3478,Magazine_Subscriptions,content,0.1746,0.1746,0.0,False
3479,Magazine_Subscriptions,billing,-0.5256,-0.5256,0.0,False
3480,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3481,Magazine_Subscriptions,price,0.9442,-0.1511,-1.0953,True
3483,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3486,Magazine_Subscriptions,content,0.2732,0.0,-0.2732,True
3486,Magazine_Subscriptions,customer_service,-0.0258,-0.0258,0.0,False
3487,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3488,Magazine_Subscriptions,content,0.4939,0.4939,0.0,False
3490,Magazine_Subscriptions,content,0.180725,0.308375,0.12765,True
3491,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3491,Magazine_Subscriptions,customer_service,-0.4404,-0.4404,0.0,False
3491,Magazine_Subscriptions,price,-0.0516,-0.0516,0.0,False
3492,Magazine_Subscriptions,quality,0.8658,0.8658,0.0,False
3492,Magazine_Subscriptions,content,0.41429999999999995,0.379025,-0.035274999999999945,True
3497,Magazine_Subscriptions,content,0.296,0.0,-0.296,True
3500,Magazine_Subscriptions,quality,0.8015,0.8015,0.0,False
3500,Magazine_Subscriptions,content,0.5994,0.5994,0.0,False
3501,Magazine_Subscriptions,advertising,0.2732,0.2732,0.0,False
3501,Magazine_Subscriptions,content,0.08360000000000001,0.08360000000000001,0.0,False
3503,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
3504,Magazine_Subscriptions,content,0.61815,0.61815,0.0,False
3506,Magazine_Subscriptions,content,0.6908,0.6908,0.0,False
3508,Magazine_Subscriptions,content,0.9392,0.9392,0.0,False
3509,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3510,Magazine_Subscriptions,billing,-0.15353333333333333,-0.15353333333333333,0.0,False
3510,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3511,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
3512,Magazine_Subscriptions,billing,-0.4939,-0.4939,0.0,False
3516,Magazine_Subscriptions,content,0.1822,0.1822,0.0,False
3520,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3520,Magazine_Subscriptions,content,0.4521,0.4521,0.0,False
3522,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3524,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3528,Magazine_Subscriptions,content,0.10296666666666666,0.10296666666666666,0.0,False
3531,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3532,Magazine_Subscriptions,content,0.6115,0.6115,0.0,False
3533,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3535,Magazine_Subscriptions,price,0.9337,0.9337,0.0,False
3538,Magazine_Subscriptions,price,0.7269,0.7269,0.0,False
3538,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3541,Magazine_Subscriptions,content,0.8625,0.8625,0.0,False
3544,Magazine_Subscriptions,billing,0.0772,0.0772,0.0,False
3546,Magazine_Subscriptions,content,0.5815,0.5815,0.0,False
3549,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3552,Magazine_Subscriptions,billing,-0.545,-0.3134,0.23160000000000003,True
3553,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3553,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3554,Magazine_Subscriptions,billing,0.4767,0.4767,0.0,False
3555,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3555,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3556,Magazine_Subscriptions,content,0.34735,0.34735,0.0,False
3557,Magazine_Subscriptions,price,-0.3699,-0.3699,0.0,False
3558,Magazine_Subscriptions,content,-0.5267,-0.5267,0.0,False
3560,Magazine_Subscriptions,price,0.49515000000000003,0.36819999999999997,-0.12695000000000006,True
3561,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3561,Magazine_Subscriptions,content,0.4912,0.4404,-0.05080000000000001,True
3563,Magazine_Subscriptions,advertising,0.0767,0.0767,0.0,False
3563,Magazine_Subscriptions,price,0.2263,0.2263,0.0,False
3565,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3570,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
3573,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3575,Magazine_Subscriptions,price,-0.4019,-0.4019,0.0,False
3575,Magazine_Subscriptions,content,-0.3326,-0.2553,0.07729999999999998,True
3577,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3579,Magazine_Subscriptions,content,0.8129,0.8129,0.0,False
3580,Magazine_Subscriptions,content,0.3384,0.3384,0.0,False
3582,Magazine_Subscriptions,content,-0.07483333333333335,-0.05612500000000001,0.01870833333333334,True
3584,Magazine_Subscriptions,content,0.3548,0.3548,0.0,False
3584,Magazine_Subscriptions,price,0.40615,0.3548,-0.05135000000000001,True
3585,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3586,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
3588,Magazine_Subscriptions,price,0.5984,0.5984,0.0,False
3590,Magazine_Subscriptions,advertising,0.6597,0.6597,0.0,False
3590,Magazine_Subscriptions,content,0.6597,0.6597,0.0,False
3595,Magazine_Subscriptions,content,0.47209999999999996,0.47209999999999996,0.0,False
3596,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3597,Magazine_Subscriptions,content,0.9178,0.9178,0.0,False
3598,Magazine_Subscriptions,content,0.27115,0.27115,0.0,False
3599,Magazine_Subscriptions,advertising,0.0772,0.0772,0.0,False
3599,Magazine_Subscriptions,content,0.0772,0.0772,0.0,False
3599,Magazine_Subscriptions,price,-0.4215,-0.4215,0.0,False
3600,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
3601,Magazine_Subscriptions,advertising,0.7717,0.7717,0.0,False
3602,Magazine_Subscriptions,content,0.5551,0.5551,0.0,False
3604,Magazine_Subscriptions,price,0.5719,0.5719,0.0,False
3610,Magazine_Subscriptions,billing,0.1139,0.1139,0.0,False
3610,Magazine_Subscriptions,content,0.46580000000000005,0.46580000000000005,0.0,False
3610,Magazine_Subscriptions,price,0.2944,0.2944,0.0,False
3611,Magazine_Subscriptions,content,0.2942,0.2942,0.0,False
3613,Magazine_Subscriptions,price,0.0,0.0,0.0,False
3613,Magazine_Subscriptions,content,-0.04880000000000001,0.03225,0.08105000000000001,True
3617,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
3618,Magazine_Subscriptions,content,-0.1531,-0.1531,0.0,False
3619,Magazine_Subscriptions,price,0.08625,0.08625,0.0,False
3619,Magazine_Subscriptions,content,0.35365,0.35365,0.0,False
3621,Magazine_Subscriptions,price,0.3875,0.3875,0.0,False
3621,Magazine_Subscriptions,content,0.08262499999999999,0.025099999999999997,-0.05752499999999999,True
3622,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3627,Magazine_Subscriptions,content,0.3832,0.3832,0.0,False
3629,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
3630,Magazine_Subscriptions,content,-0.4767,-0.4767,0.0,False
3631,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
3633,Magazine_Subscriptions,billing,0.2263,-0.25,-0.4763,True
3635,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
3636,Magazine_Subscriptions,billing,0.4404,0.4404,0.0,False
3636,Magazine_Subscriptions,content,0.0,0.0,0.0,False
3636,Magazine_Subscriptions,price,0.4404,0.4404,0.0,False
3637,Magazine_Subscriptions,price,0.6988,0.6988,0.0,False
